session_id,tutor_id,date,duration_minutes,rating,status,has_tech_issue,is_first_session,reschedule_initiator,no_show
S00078,T041,2025-11-07,76,5,completed,false,false,,false
S00079,T174,2025-11-07,31,3,completed,false,false,,false
S00080,T100,2025-11-07,66,3,rescheduled,false,true,student,false
S00081,T122,2025-11-07,87,,dropout,false,true,,false
S00082,T175,2025-11-07,89,1,dropout,false,true,,false
S00083,T077,2025-11-07,25,5,completed,false,true,,false
S00084,T045,2025-11-07,50,4,completed,false,true,,false
S00085,T157,2025-11-07,52,2,completed,false,true,,false
S00086,T045,2025-11-07,69,5,completed,false,false,,false
S00087,T055,2025-11-07,89,5,completed,false,true,,false
S00088,T179,2025-11-07,34,4,completed,false,true,,false
S00089,T175,2025-11-07,59,5,completed,false,false,,false
S00090,T048,2025-11-07,26,3,completed,false,true,,false
S00091,T086,2025-11-07,53,1,completed,false,true,,false
S00092,T124,2025-11-07,79,3,rescheduled,false,false,tutor,false
S00093,T119,2025-11-07,73,5,completed,true,true,,false
S00094,T016,2025-11-07,37,5,completed,false,true,,false
S00095,T108,2025-11-07,52,5,completed,false,true,,false
S00096,T025,2025-11-07,66,1,completed,false,false,,false
S00097,T046,2025-11-07,40,2,completed,false,false,,false
S00098,T124,2025-11-07,31,,completed,false,false,,false
S00099,T015,2025-11-07,34,3,dropout,false,true,,false
S00100,T126,2025-11-07,46,5,completed,false,true,,false
S00101,T156,2025-11-07,32,5,completed,false,false,,false
S00102,T039,2025-11-07,34,3,completed,false,true,,false
S00103,T098,2025-11-07,79,3,dropout,false,true,,false
S00104,T127,2025-11-07,85,5,completed,false,true,,false
S00105,T092,2025-11-07,56,5,completed,false,false,,false
S00106,T101,2025-11-07,60,3,completed,false,true,,false
S00107,T173,2025-11-07,66,3,completed,false,true,,false
S00108,T072,2025-11-07,61,1,completed,false,true,,false
S00109,T091,2025-11-07,32,1,completed,false,true,,false
S00110,T186,2025-11-07,48,5,completed,false,true,,false
S00111,T158,2025-11-07,38,4,completed,true,false,,false
S00112,T109,2025-11-07,27,4,completed,false,false,,false
S00113,T045,2025-11-07,57,4,completed,false,false,,false
S00114,T178,2025-11-07,52,4,rescheduled,true,true,tutor,false
S00115,T171,2025-11-07,33,5,completed,false,true,,false
S00116,T011,2025-11-07,64,5,rescheduled,false,true,tutor,false
S00117,T006,2025-11-07,65,5,dropout,false,false,,false
S00118,T053,2025-11-07,67,1,rescheduled,false,true,tutor,false
S00119,T117,2025-11-07,79,5,completed,false,false,,false
S00120,T085,2025-11-07,59,2,completed,false,true,,false
S00121,T146,2025-11-07,46,3,completed,false,true,,false
S00122,T068,2025-11-07,52,5,completed,true,false,,false
S00123,T161,2025-11-07,40,3,completed,false,true,,false
S00124,T117,2025-11-07,76,1,completed,false,false,,false
S00125,T114,2025-11-07,34,,completed,false,false,,false
S00126,T112,2025-11-07,74,4,completed,false,false,,false
S00127,T167,2025-11-07,74,5,rescheduled,false,false,tutor,false
S00128,T087,2025-11-07,56,5,dropout,false,true,,false
S00129,T067,2025-11-07,89,,dropout,true,true,,false
S00130,T147,2025-11-07,83,4,completed,false,true,,false
S00131,T034,2025-11-07,48,5,dropout,false,true,,false
S00132,T010,2025-11-07,61,5,completed,false,false,,false
S00133,T179,2025-11-07,87,5,completed,false,false,,false
S00134,T038,2025-11-07,64,5,completed,false,true,,false
S00135,T138,2025-11-07,66,2,completed,false,true,,false
S00136,T144,2025-11-07,34,5,completed,true,false,,false
S00137,T098,2025-11-07,73,4,dropout,false,false,,false
S00138,T049,2025-11-07,65,5,completed,false,true,,false
S00139,T148,2025-11-07,71,4,completed,false,true,,false
S00140,T157,2025-11-07,42,3,completed,true,false,,false
S00141,T092,2025-11-07,34,,completed,false,false,,false
S00142,T049,2025-11-07,36,2,completed,false,false,,false
S00143,T099,2025-11-07,84,4,completed,false,true,,false
S00144,T033,2025-11-07,69,4,completed,false,false,,false
S00145,T054,2025-11-07,41,4,completed,false,false,,false
S00146,T172,2025-11-07,54,,rescheduled,false,true,tutor,false
S00147,T011,2025-11-07,69,3,completed,false,false,,false
S00148,T070,2025-11-07,87,5,completed,true,true,,false
S00149,T077,2025-11-07,85,3,completed,false,false,,false
S00150,T114,2025-11-07,58,4,completed,false,false,,false
S00151,T155,2025-11-07,37,5,completed,true,true,,false
S00152,T046,2025-11-07,57,5,rescheduled,false,false,student,false
S00153,T149,2025-11-07,77,1,completed,false,true,,false
S00154,T061,2025-11-07,76,5,completed,false,true,,false
S00155,T037,2025-11-07,65,5,completed,false,false,,false
S00156,T171,2025-11-07,47,2,dropout,false,false,,true
S00157,T012,2025-11-07,41,,completed,false,true,,false
S00158,T115,2025-11-07,36,5,dropout,false,true,,true
S00159,T160,2025-11-07,53,5,completed,false,true,,false
S00160,T173,2025-11-07,56,3,completed,false,false,,false
S00161,T008,2025-11-07,58,2,completed,false,false,,false
S00162,T049,2025-11-07,69,3,completed,false,false,,false
S00163,T177,2025-11-07,83,5,completed,false,true,,false
S00164,T073,2025-11-07,65,3,completed,false,true,,false
S00165,T157,2025-11-07,51,2,completed,false,false,,false
S00166,T166,2025-11-07,42,3,completed,false,true,,false
S00167,T101,2025-11-07,27,1,dropout,false,false,,false
S00168,T141,2025-11-07,83,5,completed,false,true,,false
S00169,T155,2025-11-07,83,5,completed,false,false,,false
S00170,T066,2025-11-07,80,3,completed,false,true,,false
S00171,T128,2025-11-07,53,3,completed,false,false,,false
S00172,T111,2025-11-07,33,3,rescheduled,false,false,tutor,false
S00173,T091,2025-11-07,58,1,dropout,true,false,,false
S00174,T048,2025-11-07,73,4,completed,false,false,,false
S00175,T001,2025-11-07,54,5,completed,false,false,,false
S00176,T099,2025-11-07,42,5,completed,false,false,,false
S00177,T006,2025-11-07,44,4,completed,true,false,,false
S00178,T043,2025-11-07,46,5,completed,false,true,,false
S00179,T079,2025-11-07,42,2,rescheduled,false,true,tutor,false
S00180,T137,2025-11-07,61,3,dropout,false,true,,false
S00181,T114,2025-11-07,62,3,rescheduled,false,false,tutor,false
S00182,T190,2025-11-07,89,5,rescheduled,false,true,tutor,false
S00183,T005,2025-11-07,79,3,completed,false,false,,false
S00184,T149,2025-11-07,85,4,completed,false,false,,false
S00185,T030,2025-11-07,61,1,completed,false,true,,false
S00186,T053,2025-11-07,83,4,dropout,false,false,,false
S00187,T060,2025-11-07,82,4,completed,false,true,,false
S00188,T137,2025-11-07,28,4,completed,false,false,,false
S00189,T171,2025-11-07,25,4,completed,false,false,,false
S00190,T142,2025-11-07,35,5,completed,false,true,,false
S00191,T146,2025-11-07,32,5,completed,false,false,,false
S00192,T126,2025-11-07,32,3,completed,false,false,,false
S00193,T005,2025-11-07,29,5,rescheduled,false,false,student,false
S00194,T127,2025-11-07,50,,completed,false,false,,false
S00195,T183,2025-11-07,83,3,completed,false,true,,false
S00196,T026,2025-11-07,28,5,completed,false,false,,false
S00197,T072,2025-11-07,72,4,completed,false,false,,false
S00198,T177,2025-11-07,53,4,completed,false,false,,false
S00199,T059,2025-11-07,35,3,completed,false,true,,false
S00200,T158,2025-11-07,68,4,completed,false,false,,false
S00201,T009,2025-11-07,29,5,completed,false,false,,false
S00202,T100,2025-11-07,45,,completed,false,false,,false
S00203,T114,2025-11-07,89,5,completed,false,false,,false
S00204,T167,2025-11-07,62,,completed,false,false,,false
S00205,T105,2025-11-07,32,3,completed,false,true,,false
S00206,T117,2025-11-07,37,,completed,false,false,,false
S00207,T153,2025-11-07,75,2,dropout,false,true,,false
S00208,T118,2025-11-07,87,5,completed,false,true,,false
S00209,T020,2025-11-06,26,,completed,false,true,,false
S00210,T060,2025-11-06,25,4,completed,false,false,,false
S00211,T119,2025-11-06,30,1,rescheduled,false,false,tutor,false
S00212,T144,2025-11-06,50,5,completed,false,false,,false
S00213,T149,2025-11-06,58,,completed,false,false,,false
S00214,T074,2025-11-06,27,2,completed,false,true,,false
S00215,T157,2025-11-06,83,3,completed,false,false,,false
S00216,T043,2025-11-06,69,3,rescheduled,false,false,tutor,false
S00217,T164,2025-11-06,29,3,completed,false,true,,false
S00218,T085,2025-11-06,69,5,completed,false,false,,false
S00219,T170,2025-11-06,63,4,completed,false,true,,false
S00220,T146,2025-11-06,42,2,completed,false,false,,false
S00221,T024,2025-11-06,71,3,completed,false,false,,false
S00222,T186,2025-11-06,88,,completed,false,false,,false
S00223,T011,2025-11-06,28,5,completed,false,false,,false
S00224,T200,2025-11-06,57,4,rescheduled,false,true,tutor,false
S00225,T199,2025-11-06,82,4,rescheduled,false,true,tutor,false
S00226,T033,2025-11-06,81,,completed,false,false,,false
S00227,T100,2025-11-06,80,3,completed,false,false,,false
S00228,T144,2025-11-06,81,2,completed,false,false,,false
S00229,T035,2025-11-06,79,4,completed,false,false,,false
S00230,T190,2025-11-06,49,5,completed,true,false,,false
S00231,T104,2025-11-06,65,4,completed,false,true,,false
S00232,T158,2025-11-06,58,4,completed,false,false,,false
S00233,T022,2025-11-06,67,5,completed,false,true,,false
S00234,T127,2025-11-06,74,4,completed,false,false,,false
S00235,T071,2025-11-06,71,5,rescheduled,false,true,tutor,false
S00236,T090,2025-11-06,27,,completed,true,false,,false
S00237,T103,2025-11-06,85,5,completed,false,true,,false
S00238,T013,2025-11-06,55,5,completed,false,false,,false
S00239,T034,2025-11-06,45,4,completed,false,false,,false
S00240,T050,2025-11-06,42,2,completed,false,false,,false
S00241,T100,2025-11-06,40,3,rescheduled,false,false,tutor,false
S00242,T146,2025-11-06,82,3,dropout,false,false,,true
S00243,T119,2025-11-06,31,3,completed,false,false,,false
S00244,T029,2025-11-06,47,5,completed,false,false,,false
S00245,T099,2025-11-06,36,3,completed,false,false,,false
S00246,T143,2025-11-06,67,4,completed,false,true,,false
S00247,T118,2025-11-06,51,,completed,false,false,,false
S00248,T038,2025-11-06,62,3,completed,false,false,,false
S00249,T168,2025-11-06,58,4,rescheduled,false,false,tutor,false
S00250,T151,2025-11-06,78,2,completed,false,true,,false
S00251,T103,2025-11-06,65,,completed,false,false,,false
S00252,T042,2025-11-06,27,5,completed,false,true,,false
S00253,T159,2025-11-06,30,3,completed,false,true,,false
S00254,T041,2025-11-06,65,2,completed,false,false,,false
S00255,T067,2025-11-06,31,,rescheduled,false,false,tutor,false
S00256,T006,2025-11-06,38,5,completed,false,false,,false
S00257,T031,2025-11-06,55,2,completed,false,false,,false
S00258,T029,2025-11-06,78,5,dropout,false,false,,false
S00259,T106,2025-11-06,38,,completed,false,true,,false
S00260,T034,2025-11-06,37,5,completed,false,false,,false
S00261,T199,2025-11-06,44,5,completed,false,false,,false
S00262,T033,2025-11-06,68,3,dropout,false,false,,false
S00263,T158,2025-11-06,59,5,completed,false,false,,false
S00264,T077,2025-11-06,50,5,completed,false,false,,false
S00265,T153,2025-11-06,77,1,completed,false,false,,false
S00266,T079,2025-11-06,83,4,rescheduled,false,false,tutor,false
S00267,T141,2025-11-06,56,,completed,false,false,,false
S00268,T065,2025-11-06,31,4,rescheduled,false,true,tutor,false
S00269,T171,2025-11-06,65,5,completed,false,false,,false
S00270,T060,2025-11-06,36,3,completed,true,false,,false
S00271,T163,2025-11-06,55,5,completed,false,true,,false
S00272,T151,2025-11-06,75,3,completed,false,false,,false
S00273,T192,2025-11-06,65,3,completed,false,true,,false
S00274,T171,2025-11-06,25,4,completed,false,false,,false
S00275,T187,2025-11-06,39,5,completed,false,false,,false
S00276,T171,2025-11-06,61,3,completed,false,false,,false
S00277,T155,2025-11-06,34,5,rescheduled,false,false,tutor,false
S00278,T013,2025-11-06,72,3,completed,false,false,,false
S00279,T137,2025-11-06,82,3,rescheduled,false,false,tutor,false
S00280,T130,2025-11-06,43,5,completed,false,false,,false
S00281,T072,2025-11-06,88,3,rescheduled,false,false,tutor,false
S00282,T176,2025-11-06,64,2,dropout,false,false,,false
S00283,T003,2025-11-06,86,4,completed,false,true,,false
S00284,T085,2025-11-06,69,5,completed,false,false,,false
S00285,T147,2025-11-06,42,,completed,false,false,,false
S00286,T092,2025-11-06,88,2,completed,false,false,,false
S00287,T127,2025-11-06,63,5,completed,true,false,,false
S00288,T076,2025-11-06,73,5,rescheduled,false,true,tutor,false
S00289,T051,2025-11-06,80,5,completed,false,false,,false
S00290,T038,2025-11-06,62,5,completed,false,false,,false
S00291,T069,2025-11-06,77,4,rescheduled,false,false,tutor,false
S00292,T199,2025-11-06,25,5,completed,false,false,,false
S00293,T178,2025-11-06,65,2,rescheduled,false,false,tutor,false
S00294,T199,2025-11-06,38,5,completed,false,false,,false
S00295,T084,2025-11-06,77,5,completed,false,true,,false
S00296,T084,2025-11-06,74,4,completed,false,false,,false
S00297,T052,2025-11-06,66,5,rescheduled,false,false,tutor,false
S00298,T083,2025-11-06,67,2,completed,false,false,,false
S00299,T016,2025-11-06,40,5,completed,false,false,,false
S00300,T125,2025-11-06,56,5,completed,false,false,,false
S00301,T137,2025-11-06,48,3,completed,false,false,,false
S00302,T011,2025-11-06,25,5,dropout,false,false,,false
S00303,T120,2025-11-06,54,5,completed,true,true,,false
S00304,T085,2025-11-06,84,5,completed,false,false,,false
S00305,T126,2025-11-06,28,3,completed,false,false,,false
S00306,T182,2025-11-06,59,4,dropout,false,true,,false
S00307,T178,2025-11-06,45,5,completed,false,false,,false
S00308,T183,2025-11-06,33,2,dropout,false,false,,false
S00309,T179,2025-11-06,90,2,completed,true,false,,false
S00310,T106,2025-11-06,83,5,completed,false,false,,false
S00311,T092,2025-11-06,32,4,completed,false,false,,false
S00312,T121,2025-11-06,60,5,dropout,false,true,,true
S00313,T124,2025-11-06,34,5,completed,false,false,,false
S00314,T066,2025-11-06,75,,completed,false,false,,false
S00315,T157,2025-11-06,85,2,completed,false,false,,false
S00316,T153,2025-11-06,69,3,rescheduled,false,false,tutor,false
S00317,T153,2025-11-06,55,3,rescheduled,false,false,tutor,false
S00318,T123,2025-11-06,67,4,dropout,false,true,,false
S00319,T096,2025-11-06,26,,completed,false,true,,false
S00320,T023,2025-11-06,85,5,completed,false,true,,false
S00321,T147,2025-11-06,36,4,completed,false,false,,false
S00322,T180,2025-11-06,39,3,rescheduled,false,false,tutor,false
S00323,T062,2025-11-06,82,4,completed,false,true,,false
S00324,T179,2025-11-06,89,5,completed,false,false,,false
S00325,T124,2025-11-06,53,2,completed,false,false,,false
S00326,T083,2025-11-06,78,5,completed,true,false,,false
S00327,T183,2025-11-06,88,4,completed,false,false,,false
S00328,T004,2025-11-06,52,,dropout,false,false,,false
S00329,T185,2025-11-06,88,5,dropout,false,false,,false
S00330,T182,2025-11-06,89,3,completed,false,false,,false
S00331,T120,2025-11-06,67,5,dropout,false,false,,false
S00332,T123,2025-11-06,46,1,rescheduled,false,false,tutor,false
S00333,T038,2025-11-06,65,4,completed,false,false,,false
S00334,T010,2025-11-06,54,4,dropout,false,false,,false
S00335,T144,2025-11-06,69,3,completed,false,false,,false
S00336,T168,2025-11-06,65,5,completed,false,false,,false
S00337,T022,2025-11-06,39,2,rescheduled,false,false,tutor,false
S00338,T178,2025-11-06,42,5,completed,false,false,,false
S00339,T038,2025-11-06,77,2,dropout,false,false,,false
S00340,T141,2025-11-06,68,3,completed,false,false,,false
S00341,T112,2025-11-06,40,5,completed,false,false,,false
S00342,T166,2025-11-06,28,4,completed,false,false,,false
S00343,T135,2025-11-06,61,1,completed,false,false,,false
S00344,T103,2025-11-06,84,,completed,false,false,,false
S00345,T193,2025-11-06,78,5,rescheduled,true,true,tutor,false
S00346,T175,2025-11-06,70,3,completed,false,false,,false
S00347,T125,2025-11-06,40,5,completed,false,false,,false
S00348,T056,2025-11-06,72,4,completed,false,false,,false
S00349,T175,2025-11-06,72,5,completed,false,false,,false
S00350,T151,2025-11-06,40,,completed,true,false,,false
S00351,T085,2025-11-06,74,5,completed,false,false,,false
S00352,T172,2025-11-06,37,2,completed,false,false,,false
S00353,T015,2025-11-06,62,2,dropout,false,false,,false
S00354,T157,2025-11-06,37,3,rescheduled,true,false,tutor,false
S00355,T131,2025-11-06,36,4,completed,false,true,,false
S00356,T079,2025-11-06,34,1,completed,true,false,,false
S00357,T104,2025-11-06,44,5,completed,false,false,,false
S00358,T135,2025-11-06,27,3,completed,false,false,,false
S00359,T107,2025-11-06,36,4,dropout,false,false,,false
S00360,T044,2025-11-06,70,1,dropout,false,true,,false
S00361,T087,2025-11-06,27,5,completed,false,false,,false
S00362,T086,2025-11-06,88,5,completed,false,false,,false
S00363,T072,2025-11-06,49,3,completed,true,false,,false
S00364,T163,2025-11-06,63,2,completed,false,false,,false
S00365,T171,2025-11-06,80,3,completed,false,false,,false
S00366,T121,2025-11-06,76,3,completed,false,false,,false
S00367,T196,2025-11-06,49,2,completed,false,true,,false
S00368,T166,2025-11-06,33,4,completed,false,false,,false
S00369,T042,2025-11-06,35,3,completed,false,false,,false
S00370,T185,2025-11-06,36,5,completed,false,false,,false
S00371,T128,2025-11-06,57,5,completed,true,false,,false
S00372,T043,2025-11-06,44,5,completed,false,false,,false
S00373,T046,2025-11-06,73,5,completed,false,false,,false
S00374,T018,2025-11-06,72,4,completed,false,true,,false
S00375,T044,2025-11-06,75,2,rescheduled,false,false,tutor,false
S00376,T053,2025-11-06,66,,completed,false,false,,false
S00377,T103,2025-11-06,78,3,rescheduled,false,false,tutor,false
S00378,T180,2025-11-06,36,3,completed,false,false,,false
S00379,T188,2025-11-06,65,2,completed,false,false,,false
S00380,T167,2025-11-06,34,5,completed,false,false,,false
S00381,T105,2025-11-06,81,5,completed,true,false,,false
S00382,T018,2025-11-06,38,,completed,false,false,,false
S00383,T093,2025-11-06,53,2,completed,false,true,,false
S00384,T142,2025-11-06,39,2,rescheduled,false,false,tutor,false
S00385,T193,2025-11-06,84,5,completed,false,false,,false
S00386,T199,2025-11-06,89,3,completed,false,false,,false
S00387,T176,2025-11-06,62,2,dropout,true,false,,true
S00388,T075,2025-11-06,63,4,completed,false,true,,false
S00389,T051,2025-11-06,31,,completed,false,false,,false
S00390,T163,2025-11-06,53,4,completed,false,false,,false
S00391,T166,2025-11-06,47,3,completed,true,false,,false
S00392,T182,2025-11-06,32,2,completed,false,false,,false
S00393,T015,2025-11-06,52,4,completed,false,false,,false
S00394,T009,2025-11-06,67,5,dropout,false,false,,false
S00395,T111,2025-11-06,36,4,completed,false,false,,false
S00396,T069,2025-11-06,51,2,completed,false,false,,false
S00397,T133,2025-11-06,85,4,completed,false,true,,false
S00398,T149,2025-11-06,82,3,completed,false,false,,false
S00399,T117,2025-11-06,83,,completed,false,false,,false
S00400,T167,2025-11-06,52,5,rescheduled,false,false,tutor,false
S00401,T046,2025-11-06,90,3,completed,false,false,,false
S00402,T141,2025-11-06,70,2,completed,false,false,,false
S00403,T186,2025-11-06,67,4,completed,false,false,,false
S00404,T001,2025-11-06,32,5,completed,false,false,,false
S00405,T080,2025-11-05,88,4,completed,false,true,,false
S00406,T127,2025-11-05,63,5,completed,true,false,,false
S00407,T105,2025-11-05,33,5,rescheduled,false,false,tutor,false
S00408,T106,2025-11-05,82,5,completed,false,false,,false
S00409,T168,2025-11-05,61,5,completed,false,false,,false
S00410,T114,2025-11-05,67,3,completed,false,false,,false
S00411,T170,2025-11-05,64,3,completed,true,false,,false
S00412,T033,2025-11-05,59,4,completed,false,false,,false
S00413,T012,2025-11-05,56,3,completed,false,false,,false
S00414,T158,2025-11-05,61,3,completed,false,false,,false
S00415,T104,2025-11-05,82,,completed,false,false,,false
S00416,T145,2025-11-05,87,1,completed,false,true,,false
S00417,T035,2025-11-05,87,5,completed,false,false,,false
S00418,T186,2025-11-05,41,3,dropout,false,false,,false
S00419,T133,2025-11-05,54,4,completed,false,false,,false
S00420,T075,2025-11-05,87,2,completed,false,false,,false
S00421,T158,2025-11-05,46,4,rescheduled,false,false,tutor,false
S00422,T006,2025-11-05,48,5,completed,true,false,,false
S00423,T010,2025-11-05,57,5,completed,false,false,,false
S00424,T093,2025-11-05,34,4,completed,false,false,,false
S00425,T121,2025-11-05,25,,completed,false,false,,false
S00426,T085,2025-11-05,64,1,dropout,false,false,,true
S00427,T037,2025-11-05,45,4,completed,false,false,,false
S00428,T138,2025-11-05,35,1,completed,false,false,,false
S00429,T016,2025-11-05,33,3,dropout,false,false,,false
S00430,T072,2025-11-05,90,5,completed,false,false,,false
S00431,T080,2025-11-05,68,3,completed,false,false,,false
S00432,T031,2025-11-05,66,,dropout,false,false,,false
S00433,T014,2025-11-05,82,4,completed,false,true,,false
S00434,T171,2025-11-05,37,5,rescheduled,false,false,tutor,false
S00435,T074,2025-11-05,49,5,dropout,true,false,,false
S00436,T188,2025-11-05,26,3,dropout,false,false,,false
S00437,T107,2025-11-05,66,4,dropout,false,false,,false
S00438,T008,2025-11-05,28,,completed,false,false,,false
S00439,T084,2025-11-05,30,5,completed,false,false,,false
S00440,T148,2025-11-05,31,5,completed,false,false,,false
S00441,T091,2025-11-05,80,2,completed,false,false,,false
S00442,T178,2025-11-05,61,,dropout,false,false,,false
S00443,T132,2025-11-05,34,5,completed,false,true,,false
S00444,T154,2025-11-05,79,5,dropout,false,false,,false
S00445,T173,2025-11-05,71,5,completed,false,false,,false
S00446,T194,2025-11-05,79,3,completed,false,true,,false
S00447,T128,2025-11-05,25,3,completed,false,false,,false
S00448,T111,2025-11-05,31,4,completed,false,false,,false
S00449,T162,2025-11-05,52,,dropout,false,true,,true
S00450,T157,2025-11-05,70,,dropout,false,false,,false
S00451,T030,2025-11-05,25,5,completed,false,false,,false
S00452,T195,2025-11-05,78,4,completed,false,true,,false
S00453,T086,2025-11-05,31,3,completed,false,false,,false
S00454,T011,2025-11-05,33,3,completed,false,false,,false
S00455,T118,2025-11-05,67,5,completed,false,false,,false
S00456,T117,2025-11-05,77,1,rescheduled,false,false,tutor,false
S00457,T029,2025-11-05,62,5,completed,false,false,,false
S00458,T195,2025-11-05,83,,completed,false,false,,false
S00459,T097,2025-11-05,66,5,dropout,false,true,,false
S00460,T108,2025-11-05,49,1,completed,false,false,,false
S00461,T140,2025-11-05,41,3,completed,true,true,,false
S00462,T074,2025-11-05,60,1,completed,false,false,,false
S00463,T040,2025-11-05,88,5,dropout,false,true,,false
S00464,T194,2025-11-05,76,5,completed,false,false,,false
S00465,T039,2025-11-05,69,5,completed,false,false,,false
S00466,T086,2025-11-05,49,5,completed,false,false,,false
S00467,T124,2025-11-05,72,,completed,false,false,,false
S00468,T020,2025-11-05,41,2,completed,false,false,,false
S00469,T173,2025-11-05,60,5,completed,false,false,,false
S00470,T022,2025-11-05,77,1,completed,false,false,,false
S00471,T181,2025-11-05,63,,completed,false,true,,false
S00472,T003,2025-11-05,70,4,completed,true,false,,false
S00473,T032,2025-11-05,79,4,completed,false,false,,false
S00474,T155,2025-11-05,72,4,completed,false,false,,false
S00475,T167,2025-11-05,43,2,completed,false,false,,false
S00476,T107,2025-11-05,37,1,dropout,false,false,,false
S00477,T015,2025-11-05,65,3,completed,false,false,,false
S00478,T018,2025-11-05,55,3,completed,false,false,,false
S00479,T200,2025-11-05,55,,completed,true,false,,false
S00480,T031,2025-11-05,66,2,rescheduled,false,false,tutor,false
S00481,T160,2025-11-05,62,4,rescheduled,false,false,tutor,false
S00482,T064,2025-11-05,88,1,completed,false,false,,false
S00483,T006,2025-11-05,81,5,completed,false,false,,false
S00484,T148,2025-11-05,64,2,completed,false,false,,false
S00485,T172,2025-11-05,25,5,completed,false,false,,false
